,Adult,Genres,Id,Imdb Id,Keywords,Production Companies,Production Countries,Release Date,Year,Tagline,Title,Budget,Popularity,Runtime,Vote Average,Vote Count,New Key,Worldwide,Domestic,Foreign
3498,False,"['War', 'Drama', 'History']",3683,tt0418689,"['japan', 'world war ii', 'dying and death', 'pacific', 'iwo jima', 'aftercreditsstinger', 'duringcreditsstinger', '1940s']","['DreamWorks SKG', 'Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",['United States of America'],10/18/2006,2006,They fight for their country but they die for their friends.,Flags of Our Fathers,90000000,9.224494,132.0,6.7,532.0,"['world war ii', 'dying and death', 'pacific', 'iwo jima', 'aftercreditsstinger']",65900249,33602376,32297873
3501,False,"['Horror', 'Thriller', 'Crime']",214,tt0489270,"['brain tumor', 'nudity', 'suffocation', 'mutilation', 'severed foot', 'famous theme']","['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment']",['United States of America'],10/27/2006,2006,Suffering? You Haven't Seen Anything Yet...,Saw III,10000000,14.938035,108.0,6.1,1104.0,"['brain tumor', 'nudity', 'suffocation', 'mutilation', 'severed foot', 'famous theme']",164874275,80238724,84635551
3505,False,"['Adventure', 'Animation', 'Comedy', 'Family']",11619,tt0424095,"['london england', 'underworld', 'return', 'ship', 'frog', 'girlfriend']","['Aardman Animations', 'DreamWorks Animation']","['United Kingdom', 'United States of America']",10/22/2006,2006,Someone's Going Down,Flushed Away,149000000,9.922577,85.0,6.0,909.0,"['london england', 'underworld', 'return', 'ship', 'frog', 'girlfriend']",178281554,64665672,113615882
3506,False,"['Crime', 'Fantasy', 'Drama']",1427,tt0396171,"['paris', 'female nudity', 'prostitute', 'small town', 'obsession', 'orgy', 'bad smell', 'nudity', 'lone wolf', 'lavender', 'nose', 'child prodigy', 'fish market', 'daughter', 'supernatural', 'genius', 'death']","['Rising Star', 'VIP Medienfonds 4', 'Ikiru Films', 'Constantin Film Produktion', 'Castelao Producciones']","['Spain', 'Germany', 'France']",9/13/2006,2006,Based on the best-selling novel,Perfume: The Story of a Murderer,50000000,10.297304,147.0,7.1,1198.0,"['paris', 'female nudity', 'prostitute', 'small town', 'obsession', 'orgy', 'bad smell', 'nudity', 'lone wolf', 'lavender', 'nose', 'child prodigy', 'fish market', 'daughter', 'supernatural', 'genius', 'death']",135039924,2223293,132816631
3507,False,"['Comedy', 'Family', 'Adventure']",13767,tt0452681,"['holiday', 'santa claus', 'sequel', 'deception', 'north pole', 'duringcreditsstinger', 'christmas', 'christmas movie']","['Walt Disney Pictures', 'Boxing Cat Films', 'Santa Frost Productions']",['United States of America'],11/1/2006,2006,His time at the North Pole is about to go South.,The Santa Clause 3: The Escape Clause,12000000,6.829528,98.0,5.0,241.0,"['holiday', 'sequel', 'duringcreditsstinger']",110768122,84500122,26268000
3510,False,"['Comedy', 'Drama', 'Romance']",9726,tt0401445,"['provence', 'wine cellar', 'vineyard', 'wine garden', 'wine', 'winegrower']","['Fox 2000 Pictures', 'Scott Free Productions']",['United States of America'],9/9/2006,2006,Everything matures... eventually.,A Good Year,35000000,7.82187,118.0,6.5,360.0,"['provence', 'wine cellar', 'vineyard', 'wine garden', 'wine']",42269923,7459300,34810623
3511,False,"['Drama', 'Horror', 'Thriller']",10093,tt0433442,"['wound', 'nightmare', 'stalker', 'murder']","['Rogue Pictures', 'Intrepid Pictures', 'Biscayne Pictures', 'Raygun Productions', 'Rosey Film Productions LLC']",['United States of America'],11/10/2006,2006,The past never dies. It kills.,The Return,15000000,9.338989,85.0,5.1,61.0,"['wound', 'nightmare', 'stalker']",11992014,7749851,4242163
3513,False,"['Adventure', 'Action', 'Thriller']",36557,tt0381061,"['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service']","['Eon Productions', 'Stillking Films', 'Babelsberg Film']","['Italy', 'United Kingdom', 'United States of America', 'Czech Republic', 'Germany']",11/14/2006,2006,Everyone has a past. Every legend has a beginning.,Casino Royale,150000000,23.065078,144.0,7.3,3930.0,"['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service']",606099584,167445960,438653624
3514,False,"['Animation', 'Comedy']",9836,tt0366548,"['ocean', 'fish', 'zoo', 'penguin', 'tap dancing', 'love', 'crush', 'snow', 'anthropomorphism', 'singing', 'antarctica', 'family']","['Kennedy Miller Productions', 'Animal Logic']",['Australia'],11/16/2006,2006,WARNING: May Cause Toe-Tapping.,Happy Feet,100000000,15.088318,108.0,5.9,1457.0,"['ocean', 'fish', 'zoo', 'penguin', 'tap dancing', 'love', 'crush', 'snow', 'anthropomorphism', 'singing', 'antarctica', 'family']",384335608,198000317,186335291
3515,False,"['Comedy', 'Crime']",9809,tt0454987,"['loss of loved one', 'condom', 'vulgar', 'parole board', 'alcohol abuse']",['Universal Pictures'],['United States of America'],11/17/2006,2006,Welcome to the slammer,Let's Go to Prison,4000000,3.856827,84.0,5.5,70.0,"['loss of father', 'condom', 'vulgar', 'parole board']",4630045,4630045,
3519,False,"['Comedy', 'Romance']",1581,tt0457939,"['holiday', 'london england', 'film making', 'christmas party', 'country house', 'room exchange', 'surrey', 'romantic comedy', 'los angeles', 'multiple storylines', 'woman director']","['Columbia Pictures', 'Universal Pictures', 'Waverly Films', 'Relativity Media']","['United Kingdom', 'United States of America']",12/8/2006,2006,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,85000000,14.043416,136.0,6.7,1259.0,"['holiday', 'london england', 'film making', 'christmas party', 'country house', 'room exchange', 'surrey', 'romantic comedy', 'los angeles', 'multiple storylines', 'woman director']",205841885,63224849,142617036
3525,False,"['Drama', 'History']",2447,tt0762121,"['jesus christ', 'bible', 'three kings', 'archangel gabriel', 'christian', 'blessed hope', 'wise men']","['New Line Cinema', 'Sound for Film', 'Temple Hill Entertainment']",['United States of America'],12/1/2006,2006,Her child would change the world.,The Nativity Story,35000000,4.68645,101.0,6.4,36.0,"['jesus christ', 'bible', 'three kings', 'archangel gabriel', 'christian', 'blessed hope', 'wise men']",46432264,37629831,8802433
3527,False,"['Horror', 'Thriller']",9796,tt0454970,"['beach', 'brazil', 'culture clash', 'backpacker', 'palmen', 'car crash']","['2929 Productions', 'Fox Atomic', 'Stone Village Pictures', 'BoZ Productions']",['United States of America'],12/1/2006,2006,There are some places tourists should never go,Turistas,10000000,11.951258,93.0,5.3,197.0,"['beach', 'brazil', 'culture clash', 'backpacker', 'palmen', 'car crash']",14697742,7027762,7669980
3528,False,"['Drama', 'Thriller', 'Action']",1372,tt0450259,"['rebel', 'journalist', 'journalism', 'loss of family', 'slavery', 'mercenary', 'diamond mine', 'sierra leone', 'bootlegger', 'fisherman', 'special unit', 'smuggling', 'genocide in rwanda']","['Bedford Falls Productions', 'Virtual Studios', 'Spring Creek Productions', 'Warner Bros.', 'Liberty Pictures']","['Germany', 'United States of America']",12/7/2006,2006,It will cost you everything.,Blood Diamond,100000000,12.477872,143.0,7.4,2344.0,"['rebel', 'journalist', 'journalism', 'loss of family', 'slavery', 'mercenary', 'diamond mine', 'sierra leone', 'bootlegger', 'fisherman', 'special unit', 'smuggling', 'genocide in rwanda']",171720398,57377916,114342482
3532,False,"['Comedy', 'Family', 'Fantasy']",9986,tt0413895,"['hero', 'barn', 'spider', 'pig', 'egg', 'friendship', 'spring', 'uncle', 'friends', 'rescue', 'survival', 'talking animal', 'grass', 'family', 'desk', 'raincoat']","['Paramount Pictures', 'Kerner Entertainment Company']","['Germany', 'United States of America']",12/15/2006,2006,"Something unexpected, unbelievable, unforgettable.",Charlotte's Web,85000000,10.254314,97.0,5.8,300.0,"['hero', 'barn', 'spider', 'pig', 'egg', 'friendship', 'spring', 'uncle', 'friends', 'rescue', 'survival', 'talking animal', 'grass', 'family', 'desk', 'raincoat']",148963822,82985708,65978114
3533,False,"['Fantasy', 'Action', 'Adventure', 'Family']",2486,tt0449010,"['based on novel or book', 'mythical creature', 'dragon', 'fantasy world', 'teenage hero', 'based on young adult novel']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Major Studio Partners', 'Fox 2000 Pictures', 'Davis Entertainment', 'Mid Atlantic Films']","['United Kingdom', 'United States of America', 'Hungary']",12/14/2006,2006,"As darkness falls, the last dragon will choose its rider.",Eragon,100000000,9.851133,104.0,4.9,990.0,"['based on novel', 'mythical creature', 'dragon', 'fantasy world', 'teenage hero']",250425512,75030163,175395349
3534,False,['Drama'],1246,tt0479143,"['philadelphia', 'transporter', 'fight', 'publicity', 'boxer', 'grave', 'tombstone', 'tv station', 'boxing match', 'comeback', 'training', 'restaurant owner', 'world champion', 'challenger', 'virtual fight', 'defeat', 'victory', 'cancer']","['Columbia Pictures', 'Revolution Studios', 'Rogue Marble']",['United States of America'],12/20/2006,2006,It ain't over 'til it's over.,Rocky Balboa,24000000,11.697604,102.0,6.5,858.0,"['philadelphia', 'transporter', 'fight', 'publicity', 'boxer', 'grave', 'tombstone', 'tv station', 'boxing match', 'comeback', 'training', 'restaurant owner', 'world champion', 'challenger', 'virtual fight', 'defeat', 'victory', 'cancer']",155929020,70270943,85658077
3535,False,"['Drama', 'Mystery', 'Romance']",18615,tt0422295,"['photographer', 'biography', 'hair', 'werewolf', 'hypertrichosis', 'freak', 'naturism']","['River Road Entertainment', 'Edward R. Pressman Film', 'Iron Film']",['United States of America'],8/30/2006,2006,A love story.,Fur: An Imaginary Portrait of Diane Arbus,16800000,5.108321,122.0,5.8,73.0,"['photographer', 'biography', 'hair', 'werewolf', 'hypertrichosis']",2312717,223202,2089515
3537,False,"['Drama', 'Romance']",14202,tt0446755,"['china', 'nun', 'based on novel or book', 'infidelity', 'shanghai, china', 'cholera', 'foreign aid', 'doctor', 'epidemic', 'convent (nunnery)', 'loveless marriage', '1920s', 'bacteriologist']","['Emotion Pictures', 'The Mark Gordon Company', 'Class 5 Films', 'Yari Film Group', 'Warner China Film HG Corporation', 'Stratus Film Co.', 'WIP', 'Bob Yari Productions', 'The Colleton Company', 'Dragon Studios']","['Canada', 'China', 'United States of America']",12/9/2006,2006,Sometimes the greatest journey is the distance between two people.,The Painted Veil,19400000,11.370183,125.0,7.1,319.0,"['china', 'cholera', 'foreign aid', 'epidemic']",26910847,8060487,18850360
3538,False,['Drama'],11170,tt0758794,"['american football', '1970s', 'trainer', 'college', 'sports']","['Legendary Pictures', 'Thunder Road Pictures', 'Wonderland Sound and Vision', 'Warner Bros.']",['United States of America'],12/12/2006,2006,From the ashes we rose.,We Are Marshall,65000000,5.401746,124.0,6.7,189.0,"['american football', '1970s', 'trainer', 'college']",43545364,43545364,
3539,False,"['Drama', 'Thriller', 'History']",1247,tt0343737,"['london england', 'berlin', 'usa', 'spy', 'cia', 'cuba', 'wife husband relationship', 'mentor', 'return', 'cold war', 'kongo', 'kgb', 'childhood memory', 'wife', 'invasion', 'bay of pigs', 'family']","['Universal Pictures', 'American Zoetrope', 'Morgan Creek Productions']",['United States of America'],12/11/2006,2006,The untold story of the most powerful covert agency in the world.,The Good Shepherd,85000000,11.057536,167.0,6.3,342.0,"['london england', 'berlin', 'usa', 'spy', 'cia', 'cuba', 'wife husband relationship', 'mentor', 'return', 'cold war', 'kongo', 'kgb', 'childhood memory', 'wife', 'invasion', 'bay of pigs', 'family']",100266865,59952835,40314030
3540,False,['Drama'],1125,tt0443489,"['music record', 'manager', 'black people', 'adultery', 'soul', 'show business', 'drug addiction', 'oscar award', 'musical', 'deceived wife', 'recording contract', 'background singer', 'motown', 'the supremes', 'record producer', 'single', 'singer', 'singing', 'detroit', 'alcoholic', 'extramarital affair']","['Paramount Pictures', 'DreamWorks SKG', 'Laurence Mark Productions']",['United States of America'],12/25/2006,2006,One Dream Will Change Everything,Dreamgirls,70000000,7.739633,134.0,6.6,292.0,"['music record', 'manager', 'black people', 'adultery', 'soul', 'show business', 'drug addiction', 'oscar award', 'musical', 'deceived wife', 'recording contract', 'background singer', 'motown', 'the supremes', 'record producer', 'single', 'singer', 'singing', 'detroit', 'alcoholic', 'extramarital affair']",155430335,103365956,52064379
3542,False,"['Crime', 'Drama']",1646,tt0463998,"['black people', 'based on novel', 'holocaust', 'ghetto', 'diary', 'principal witness ', 'biography', 'daughter', 'high school', 'racial segregation', 'anne frank', 'school excursion', 'idealism', 'violence in schools', 'racial tension', 'gang violence']","['Double Feature Films', 'Jersey Films']","['Germany', 'United States of America']",1/5/2007,2007,Their story. Their world. Their future.,Freedom Writers,21000000,13.585233,123.0,7.6,368.0,"['black people', 'based on novel', 'holocaust', 'ghetto', 'diary', 'principal witness ', 'biography', 'daughter', 'high school', 'racial segregation', 'anne frank', 'school excursion', 'idealism', 'violence in schools', 'racial tension', 'gang violence']",43095175,36605602,6489573
3543,False,"['Comedy', 'Drama']",8618,tt0464049,"['gay', 'becoming an adult', 'education', 'exam', 'scholarship', 'oxford', 'cambridge', 'history', 'based on play or musical', 'student', 'teachers and students']","['DNA Films', 'BBC Films', 'UK Film Council']",['United Kingdom'],10/2/2006,2006,History. It's just one bloody thing after another.,The History Boys,4000000,3.403583,109.0,6.6,66.0,"['gay', 'becoming an adult', 'education', 'exam', 'scholarship', 'oxford', 'cambridge', 'history', 'based on play or musical', 'student', 'teachers and students']",13407101,2706659,10700442
3544,False,"['Drama', 'Romance']",1259,tt0465551,"['sex', 'adultery', 'based on novel', 'cat', 'infidelity', 'secret', 'obsession', 'blackmail', 'nudity', 'seduction', 'studio', 'friendship', 'stalker', 'love', 'loneliness', 'teacher', 'conservative', 'student', 'teenager', 'relationship', 'art', 'female stalker', 'extramarital affair', 'journal']","['Fox Searchlight Pictures', 'Scott Rudin Productions', 'DNA Films', 'BBC Films', 'Ingenious Film Partners', 'UK Film Council']",['United Kingdom'],12/25/2006,2006,One woman's secret is another woman's power. One woman's fear is another woman's weapon. One woman's life is in another woman's hands....,Notes on a Scandal,15000000,8.593086999999999,92.0,6.9,239.0,"['sex', 'adultery', 'based on novel', 'cat', 'infidelity', 'secret', 'obsession', 'blackmail', 'nudity', 'seduction', 'studio', 'friendship', 'stalker', 'love', 'loneliness', 'teacher', 'conservative', 'student', 'teenager', 'relationship', 'art', 'female stalker', 'extramarital affair', 'journal']",49814392,17510118,32304274
3545,False,"['Adventure', 'Action', 'Thriller']",9053,tt0398913,"['competition', 'martial arts', 'kung fu', 'assassin', 'fight', 'island', 'karate', 'nerd', 'wrestling', 'bikini', 'ninja', 'tournament', 'explosion', 'violence', 'based on video game']","['Impact Pictures', 'Constantin Film Produktion', 'Mindfire Entertainment', 'Team Ninja', 'VIP 4 Medienfonds', 'Tecmo']","['Germany', 'United Kingdom', 'United States of America']",9/7/2006,2006,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",DOA: Dead or Alive,21000000,5.756379,87.0,5.0,207.0,"['competition', 'martial arts', 'kung fu', 'assassin', 'fight', 'island', 'karate', 'nerd', 'wrestling', 'bikini', 'ninja', 'tournament', 'explosion', 'violence', 'based on video game']",7516532,480813,7035719
3546,False,"['Action', 'Drama', 'Fantasy']",1494,tt0473444,"['poison', 'china', 'martial arts', 'swordplay', 'fight', 'toxication', 'secret society', 'passion', 'planned murder', 'power', 'palace', 'plan', 'battle for power', 'tang dynasty', 'pomp', 'conspiracy of murder', 'heir to the throne', 'marriage crisis']",['Beijing New Picture Film Co. Ltd.'],"['China', 'Hong Kong']",12/21/2006,2006,Unspeakable secrets are hidden within the Forbidden City.,Curse of the Golden Flower,110,6.238036,114.0,6.6,206.0,"['poison', 'china', 'martial arts', 'swordplay', 'fight', 'toxication', 'secret society', 'passion', 'planned murder', 'power', 'palace', 'plan', 'battle for power', 'tang dynasty', 'pomp', 'conspiracy of murder', 'heir to the throne', 'marriage crisis']",78568977,6566773,72002204
